Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,19149168.945732024,23121850.81231138,27097202.810526855,31132408.794521812,35126964.14693627,39026498.33505161,57235427.86241564,75441682.92099282,93803421.1310313,112296384.07713954,143462160.66226256,140914386.2321025,136935500.83133852,132963043.33255944,129220653.46703818,125464451.80919334,120810249.75546461,102591182.39937198,84422365.60329968,66305421.541712195
Utility Bills (res),16327270.374887759,19716060.86129523,23105928.95050534,26492933.455448464,29882283.429051034,33275464.81890671,48802966.97352143,64329314.466333665,79851368.05219057,95370392.77833779,122647825.63666815,120708721.52017054,117314935.60281783,113927040.73266259,110515405.84810708,107108722.37966952,103536686.68433456,88010694.88013594,72498682.27269079,57003543.869774714
Utility Bills (work),1742531.0177313616,2103126.1977325054,2464321.1837748038,2886727.9947432727,3267159.487417342,3550777.979596244,5206751.771354912,6862053.60635264,8670653.861263014,10610877.064722182,12751516.851403465,12276078.448535431,11913570.4116923,11546173.085304704,11429478.52444792,11296123.450333243,10499250.156844629,8805622.760389749,7147397.588446322,5500733.363249287
Utility Bills (pub L2),451791.81843988696,545295.9632210521,639141.8905947002,733947.1783158325,828120.7260035949,920903.0441264944,1350192.0931578844,1779184.7845292625,2211396.682201772,2645594.9171746527,3445971.046191225,3386519.239062084,3290942.1350147417,3197129.6368191685,3109833.899719751,3021683.6452386496,2916428.677777003,2484969.74720836,2054591.2983158664,1645607.857344651
Utility Bills (DCFC),627575.7346730157,757367.7900625933,887810.7856520137,1018800.1660142432,1149400.504464299,1279352.492422162,1875517.024381418,2471130.0637772563,3070002.5353759504,3669519.3169049146,4616847.127999739,4543067.02433446,4416052.681813648,4292699.877772984,4165935.194763419,4037922.3339519394,3857884.236508415,3289895.0116379303,2721694.4438466965,2155536.451343538
Incremental upfront vehicle cost,9168108.879539989,11459013.44106077,6864648.152845707,3432303.1752732988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,10169669.60786805,17823459.30817017,17839807.386605587,17856204.509276308,17872650.823315054,17889146.476295892,82030114.4127516,82106138.91661209,82182391.4939841,82258872.82908833,85532755.85908909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),5252124.701844632,9204030.217904162,9211577.204985369,9219146.833027821,9226739.169954408,9234354.283891758,42339703.89737194,42374800.12906405,42410001.649451226,42445308.77439961,43956676.18252717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),2113228.6258263756,3702414.1497851354,3704557.1214254787,3706706.52198074,3708862.370737675,3711024.68704087,17010998.143698197,17020963.740351524,17030959.233794797,17040984.713718403,17470138.422199078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),1267937.1754958248,2221448.4898710805,2222734.272855286,2224023.9131884472,2225317.4224426025,2226614.8122245227,10206598.886218922,10212578.244210916,10218575.540276876,10224590.828231044,10482083.053319443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),1536379.1047012173,2695566.450609791,2700938.7873394527,2706327.241079302,2711731.86018037,2717152.693138742,12472813.485462546,12497796.8029856,12522855.070461215,12547988.512739278,13623858.201043393,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),21829520.108932048,27810243.19037868,33100723.141187713,38142444.21657864,47591182.842137426,52164101.017436706,74016482.05363598,97014394.03801513,121691134.64567332,149254789.55505213,150671252.36465296,146528479.33369383,141744491.5735863,136836934.19565606,132370978.69055077,128127462.08616088,104800483.76292855,81696823.32326686,56561224.29616857,30614628.232685335
