Year,NPV
Utility Bills,729446345.3296273
Utility Bills (volumetric),675025887.39564
Utility Bills (demand),40978607.70040418
Utility Bills (res),630550314.1499912
Utility Bills (work),56817435.804934725
Utility Bills (pub L2),17933290.73586712
Utility Bills (DCFC),24145304.638834294
Incremental upfront vehicle cost,27363794.200250745
Charging infrastructure cost,294898947.0919828
Charging infrastructure cost (res),155179052.49073488
Charging infrastructure cost (work L2),62776369.38785206
Charging infrastructure cost (public L2),34269544.039327405
Charging infrastructure cost (DCFC),42673981.17406849
Avoided vehicle gasoline,812616882.0095074
Vehicle O&M Savings,186580379.78259218
Federal EV Tax Credit,92077963.87972017
Total Energy Supply Cost,291975345.247148
Energy Cost,247088769.6030925
Generation Capacity Cost,44886575.64405556
Vehicle Sales (NPV),70955.17968113135
Transmission and Distribution Cost,24678394.535147335
Distribution Cost,18809348.996040855
Transmission Cost,5869045.539106478
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
