Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,8750843.67090025,10566322.414057426,12383041.985779107,14224728.054731045,16049583.699783249,17834425.67627442,26155826.41076493,34475913.65161914,42861215.85976883,51302540.40246036,66170464.001147896,65001994.91954626,63183850.41890463,61368429.838161424,59663593.7292855,57952537.83538866,55814245.667025045,47503082.153368406,39211114.361038044,30955445.489797115
Utility Bills (res),7460350.724506781,9008792.885550475,10557750.047865132,12104777.178279517,13653405.370473025,15204384.799188819,22299498.747268207,29393989.077444315,36485098.3041699,43574654.69326556,56544952.09964299,55657364.62877864,54107165.03428626,52559521.49502174,51003231.32883251,49448850.002754904,47812277.84930509,40732782.18391873,33650960.896151744,26568741.548731826
Utility Bills (work),776623.7413071056,937337.8425868191,1098319.57027315,1286344.4206456288,1455825.9134399404,1582538.3854717284,2320597.0067547825,3058356.281124407,3863843.4805060453,4727485.202376152,5902692.790903541,5685152.751794277,5523570.5857132925,5359703.328813656,5313522.894631315,5259948.023458055,4894082.129986401,4140541.219738856,3408068.993659909,2676093.8403489753
Utility Bills (pub L2),211173.5260784478,254874.1232120484,298741.56023592537,343247.1189250232,387323.36809202115,430447.2385695618,631098.8377510116,831606.1084981164,1034128.7758851432,1237964.1241769048,1624796.710588839,1599078.4192928327,1555422.7002351945,1512630.981314201,1471274.0791542935,1429472.814478246,1384246.7474384294,1187537.632179486,991090.6603172681,795210.3449725731
Utility Bills (DCFC),302695.6790079152,365317.5627080837,428230.80740489886,490359.33688087505,553029.0477782624,617055.2530443079,904631.8189909288,1191962.184552302,1478145.2992077426,1762436.3826417474,2098022.4000125267,2060399.1196805164,1997692.098669887,1936574.033011829,1875565.4266673864,1814266.994697458,1723638.9402951219,1442221.117531333,1160993.8109091218,915399.7557437384
Incremental upfront vehicle cost,4244805.144412602,5305486.643276911,3178310.1811552607,1589145.413412108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,4708524.564405125,8252204.762902581,8259773.871031171,8267365.686484147,8274980.277383479,8282617.71205551,37980252.236221634,38015451.8681303,38050757.098934665,38086168.245431505,39601966.17138563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),2431716.9709054776,4261436.609405636,4264930.840332433,4268435.553952009,4271950.7817124445,4275476.555156162,19603442.530114852,19619692.217705198,19635990.6543583,19652337.986321393,20352096.518193528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),978418.1078222381,1714205.9323517205,1715198.1213803173,1716193.2869759994,1717191.4380684688,1718192.5836142155,7876156.273983232,7880770.382805177,7885398.333953592,7890040.168955457,8088737.036030267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),587050.8646933427,1028523.5594110321,1029118.8728281901,1029715.9721856002,1030314.8628410805,1030915.5501685299,4725693.764389939,4728462.229683107,4731239.000372154,4734024.101373278,4853242.221618154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
