Year,NPV
Utility Bills,279635694.0518385
Utility Bills (volumetric),255127789.54253152
Utility Bills (demand),19361311.348552242
Utility Bills (res),238364228.27765065
Utility Bills (work),25139115.402434677
Utility Bills (pub L2),6730606.901666134
Utility Bills (DCFC),9401743.470087089
Incremental upfront vehicle cost,10387631.26025353
Charging infrastructure cost,114191450.79135758
Charging infrastructure cost (res),58906672.86299836
Charging infrastructure cost (work L2),23634195.804144006
Charging infrastructure cost (public L2),14180517.482486404
Charging infrastructure cost (DCFC),17470064.641728796
Avoided vehicle gasoline,308474275.0081545
Vehicle O&M Savings,70826897.53183089
Federal EV Tax Credit,34953922.28789355
Total Energy Supply Cost,109553971.39846171
Energy Cost,92949249.10128087
Generation Capacity Cost,16604722.29718086
Vehicle Sales (NPV),26934.91508893113
Transmission and Distribution Cost,15415694.655313855
Distribution Cost,13317971.80235225
Transmission Cost,2097722.8529616063
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
