Year,NPV
Utility Bills,716881432.697001
Utility Bills (volumetric),616394063.1408151
Utility Bills (demand),84008936.43700896
Utility Bills (res),442485376.4776993
Utility Bills (work),225732645.3158157
Utility Bills (pub L2),19254090.719473775
Utility Bills (DCFC),29409320.184012156
Incremental upfront vehicle cost,27363794.200250745
Charging infrastructure cost,514567236.6949173
Charging infrastructure cost (res),155179052.49073488
Charging infrastructure cost (work L2),250642135.4094953
Charging infrastructure cost (public L2),40462917.67631027
Charging infrastructure cost (DCFC),68283131.11837682
Avoided vehicle gasoline,812616882.0095074
Vehicle O&M Savings,186580379.78259218
Federal EV Tax Credit,92077963.87972017
Total Energy Supply Cost,276672183.60200596
Energy Cost,240066654.6104355
Generation Capacity Cost,36605528.99157058
Vehicle Sales (NPV),70955.17968113135
Transmission and Distribution Cost,27623139.968916938
Distribution Cost,21740319.10185503
Transmission Cost,5882820.867061907
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
