Year,NPV
Utility Bills,2172572516.621597
Utility Bills (volumetric),1826475911.8920722
Utility Bills (demand),291912087.23493934
Utility Bills (res),1611393467.7007363
Utility Bills (work),288497903.87707734
Utility Bills (pub L2),186129820.77091682
Utility Bills (DCFC),86551324.27286601
Incremental upfront vehicle cost,91083950.60799088
Charging infrastructure cost,1458964362.7546368
Charging infrastructure cost (res),516528460.075235
Charging infrastructure cost (work L2),351013663.5721151
Charging infrastructure cost (public L2),402415755.12758034
Charging infrastructure cost (DCFC),189006483.9797063
Avoided vehicle gasoline,2704879066.985461
Vehicle O&M Savings,621051413.2162845
Federal EV Tax Credit,306493487.4429055
Total Energy Supply Cost,1021448473.0848451
Energy Cost,886316155.7486411
Generation Capacity Cost,135132317.33620387
Vehicle Sales (NPV),236181.19627465372
Transmission and Distribution Cost,175454416.6590807
Distribution Cost,152549345.71396917
Transmission Cost,22905070.945111524
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
