Year,NPV
Utility Bills,18998466.256864905
Utility Bills (volumetric),17218357.225795466
Utility Bills (demand),1431889.669020464
Utility Bills (res),16157145.965761933
Utility Bills (work),1637737.2915741159
Utility Bills (pub L2),485746.82207121194
Utility Bills (DCFC),717836.1774576446
Incremental upfront vehicle cost,706906.1182524296
Charging infrastructure cost,7770289.21426628
Charging infrastructure cost (res),4008372.474309684
Charging infrastructure cost (work L2),1608215.9581815777
Charging infrastructure cost (public L2),964929.5749089468
Charging infrastructure cost (DCFC),1188771.206866072
Avoided vehicle gasoline,20990879.140010167
Vehicle O&M Savings,4819542.368518924
Federal EV Tax Credit,2378707.994456557
Total Energy Supply Cost,7382968.395299273
Energy Cost,6278123.6832516845
Generation Capacity Cost,1104844.71204759
Vehicle Sales (NPV),1832.8195187645244
Transmission and Distribution Cost,831720.3063521319
Distribution Cost,691600.8529737174
Transmission Cost,140119.4533784145
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
