Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,465077.71205974097,561570.2671659982,658123.1258586842,755750.0243585312,852648.1257026284,947844.2394362468,1390031.6214274527,1832160.24788243,2277112.398874707,2724416.2318108073,3572689.276273636,3510693.751547206,3415550.7586768596,3320541.2025531926,3232864.0535255484,3145847.9840191803,3034087.016844973,2610261.260234784,2188840.672465846,1767991.8163678423
Utility Bills (res),393039.2773371149,474618.8866153072,556220.6167335655,637870.4418167046,719494.0259734076,801024.8527376491,1174761.872071723,1548475.6009949862,1922372.4993920138,2296433.72102045,3055795.693263312,3008743.9195687985,2927612.1750382553,2846625.072776131,2765734.5019707037,2685137.7184168324,2598691.584400365,2228227.3814715724,1857623.2331736195,1486903.8176702068
Utility Bills (work),38471.03518064049,46433.863384541095,54407.34973779566,63727.36810548986,72124.68113363707,78391.26004897823,114948.75868182657,151493.55944019725,191400.58978285844,234209.04852962916,313578.63345855474,302138.8774125321,294226.81182227546,286190.02551421797,284720.7605945096,283403.5246337357,265138.38621569757,232991.04287182703,201776.85403812627,170594.91253728798
Utility Bills (pub L2),11750.163883734771,14182.092420773304,16623.40052114495,19070.703391883933,21514.397384953743,23951.569570230728,35114.80165726357,46270.017278986044,57464.75544888528,68669.56300045984,91378.92025271597,89827.10288596258,87495.361904372,85196.68298596224,83168.74709654442,81125.41204295009,78351.81568299828,67974.16167579958,58004.0148161574,48655.94792862615
Utility Bills (DCFC),21817.23565825079,26335.424745376702,30871.758866178097,35081.5110444529,39515.021210629995,44476.55707938877,65206.189016639655,85921.07016826035,105874.55425094976,125103.89926026849,111936.0292990536,109983.8516799132,106216.40991195655,102529.42127688153,99240.04386379056,96181.32892566221,91905.23054591191,81068.6742155848,71436.57043794253,61837.138231721394
Incremental upfront vehicle cost,227432.19142168542,284262.38962399453,170290.5139166346,85144.73846597511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,252277.78981917948,442144.444664991,442549.9895110388,442956.7509916245,443364.7327566519,443773.93846697354,2034625.7739212879,2036511.4401319406,2038402.7633412257,2040299.7605201376,2121514.3221561746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),130288.83559904069,228323.28780920725,228510.5050241273,228698.283890692,228886.62609385638,229075.5333236298,1050168.6292466905,1051039.1351344306,1051912.2525398338,1052787.9892974533,1090280.1783577462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),52422.612303317655,91845.34942810803,91898.50987185074,91951.82979692466,92005.30968177372,92058.95000627733,421930.59842807264,422177.77911224565,422425.7013384714,422674.36733137566,433320.2975583724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),31453.56738199065,55107.20965686476,55139.10592311047,55171.097878154826,55203.18580906427,55235.370003766395,253158.3590568435,253306.6674673475,253455.42080308284,253604.62039882538,259992.17853502344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),38112.77453483051,66868.59777081091,67001.86869195034,67135.539425853,67269.6111719575,67404.08513330005,309368.18718968116,309987.85841791687,310609.38865983754,311232.7834924834,337921.6677050325,0,0,0,0,0,0,0,0,0
