Year,NPV
Utility Bills,12711493.583465787
Utility Bills (volumetric),11357486.0390329
Utility Bills (demand),1105980.826612017
Utility Bills (res),10686280.050603844
Utility Bills (work),1215513.751410886
Utility Bills (pub L2),322244.39980422595
Utility Bills (DCFC),487455.3816468279
Incremental upfront vehicle cost,464558.1464743373
Charging infrastructure cost,5106933.2971145585
Charging infrastructure cost (res),2634456.851017339
Charging infrastructure cost (work L2),1056981.6022486812
Charging infrastructure cost (public L2),634188.9613492087
Charging infrastructure cost (DCFC),781305.8824993302
Avoided vehicle gasoline,13795738.600946026
Vehicle O&M Savings,3167557.607363582
Federal EV Tax Credit,1563217.7291664407
Total Energy Supply Cost,4850734.160159404
Energy Cost,4125468.0014234185
Generation Capacity Cost,725266.1587359873
Vehicle Sales (NPV),1204.598087399861
Transmission and Distribution Cost,415258.0579714823
Distribution Cost,324422.2981679983
Transmission Cost,90835.7598034839
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
