Year,NPV
Utility Bills,478365068.733072
Utility Bills (volumetric),442985663.0147929
Utility Bills (demand),26409441.23823348
Utility Bills (res),413845181.17124486
Utility Bills (work),36958599.199431255
Utility Bills (pub L2),11694221.788004255
Utility Bills (DCFC),15867066.57439166
Incremental upfront vehicle cost,17971942.285354745
Charging infrastructure cost,197572120.08270967
Charging infrastructure cost (res),101919331.98103823
Charging infrastructure cost (work L2),40891488.21852349
Charging infrastructure cost (public L2),24534892.93111409
Charging infrastructure cost (DCFC),30226406.95203387
Avoided vehicle gasoline,533713741.7603312
Vehicle O&M Savings,122543134.87999801
Federal EV Tax Credit,60474795.28932235
Total Energy Supply Cost,191689161.5417533
Energy Cost,162297711.2454075
Generation Capacity Cost,29391450.296345767
Vehicle Sales (NPV),46602.317891649254
Transmission and Distribution Cost,19286668.537191097
Distribution Cost,15475755.880700381
Transmission Cost,3810912.6564907124
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
