Year,NPV
Utility Bills,28938061.276247203
Utility Bills (volumetric),26377396.132041458
Utility Bills (demand),2004434.2655434525
Utility Bills (res),24790070.08178066
Utility Bills (work),2190845.311254725
Utility Bills (pub L2),759787.1232560491
Utility Bills (DCFC),1197358.7599557666
Incremental upfront vehicle cost,1064525.6181541989
Charging infrastructure cost,11707229.323150218
Charging infrastructure cost (res),6039279.053429618
Charging infrastructure cost (work L2),2423045.690046817
Charging infrastructure cost (public L2),1453827.41402809
Charging infrastructure cost (DCFC),1791077.165645693
Avoided vehicle gasoline,31623093.844286643
Vehicle O&M Savings,7261083.125007733
Federal EV Tax Credit,3582081.881632515
Total Energy Supply Cost,11438910.294434771
Energy Cost,9675833.1613005
Generation Capacity Cost,1763077.1331342675
Vehicle Sales (NPV),2761.4296524686642
Transmission and Distribution Cost,1652358.6488028232
Distribution Cost,1425836.155032858
Transmission Cost,226522.49376996508
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
