Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,1090048.9280293614,1316203.0995304862,1542491.88283143,1771927.4664136502,1999238.0794932263,2221533.6984438393,3258083.2328567146,4294490.856308779,5339027.976847028,6390569.534362613,8184621.623867702,8041723.480751341,7820067.551734479,7598723.256896002,7391130.996104337,7182826.236436169,6920736.094755764,5905693.468819728,4892681.949596712,3888999.8429949717
Utility Bills (res),913670.789301832,1103318.1704784138,1293014.2527590187,1482122.6192999987,1671664.2303913129,1862080.5739918912,2731015.969834679,3599892.597433541,4467417.759529297,5333933.444328923,6930179.889163381,6821830.791338314,6632681.153248052,6443813.622301027,6253952.122023197,6064491.085457748,5863663.683074513,4998287.979001028,4132843.971494452,3275144.3865217883
Utility Bills (work),103808.03618498113,125292.22402258427,146809.8505691814,171824.52132179844,194442.5101050355,211530.53008255165,310185.17335574195,408801.88674796233,516167.05107579456,631059.5776228212,730363.1516156162,702943.6411181717,682012.8296736762,660802.337666765,654043.8587996825,646335.3184411626,600346.8451838618,502553.9722810568,406803.4749897296,311117.52553813555
Utility Bills (pub L2),25469.975991920157,30742.186310044373,36032.41444674116,41332.37327194311,46627.33206773369,51915.57941490472,76118.23149575252,100305.21737756193,124557.38794464953,148825.3689803325,206195.63665721615,202703.01014219818,197343.73007303162,192076.70140506662,187361.0444748561,182609.29977937514,176366.64579809457,152137.27436472342,127996.72096369402,105246.30563640258
Utility Bills (DCFC),47100.126550628105,56850.51871944379,66635.36505648876,76647.95251991,86504.00692914416,96007.01495449149,140763.85817054147,185491.15474971372,230885.7782972874,276751.14343053655,317882.94643148826,314246.03815265716,308029.8387397195,302030.5955231434,295773.97080660216,289390.5327578832,280358.92069929454,252714.24317291938,225037.78214883673,197491.6252986453
Incremental upfront vehicle cost,517419.4060241883,646710.8982015435,387419.2831345044,193708.46197170747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,573944.3626927505,1005900.3279411778,1006822.9623846416,1007748.3647314357,1008676.5432852712,1009607.5063747664,4629523.2346402705,4633813.819988635,4638117.277093045,4642433.644568769,4827201.368756248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),296413.5002430043,519446.6940728133,519872.62243210064,520299.8285764659,520728.3163392648,521158.0895653511,2389520.5357680493,2391501.257375353,2393487.921147479,2395480.5449109217,2480777.3969523315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),119264.01777454221,208952.68101718856,209073.62363772714,209194.92908612697,209316.59845087252,209438.6328237116,960047.5595390757,960609.9866621374,961174.1010665679,961739.9078142126,985960.0016037482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),71558.41066472525,125371.60861031323,125444.17418263628,125516.9574516763,125589.95907052341,125663.17969422707,576028.5357234454,576365.9919972824,576704.4606399409,577043.9446885274,591576.0009622487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),86708.43401047881,152129.34424086267,152432.54213217748,152736.64961716655,153041.66942461042,153347.60429147663,703926.6036097001,705336.5839538624,706750.7942390576,708169.2471551073,768887.9692379192,0,0,0,0,0,0,0,0,0
