Year,NPV
Utility Bills,70008834.27364513
Utility Bills (volumetric),63510523.75237589
Utility Bills (demand),5196747.191321391
Utility Bills (res),59604438.1053334
Utility Bills (work),6302271.1950134
Utility Bills (pub L2),1601510.1677000136
Utility Bills (DCFC),2500614.8055983116
Incremental upfront vehicle cost,2554028.195414967
Charging infrastructure cost,28079079.974802367
Charging infrastructure cost (res),14484842.997173676
Charging infrastructure cost (work L2),5811525.73732092
Charging infrastructure cost (public L2),3486915.4423925523
Charging infrastructure cost (DCFC),4295795.797915223
Avoided vehicle gasoline,75850848.77065507
Vehicle O&M Savings,17415809.08692699
Federal EV Tax Credit,8594192.537928503
Total Energy Supply Cost,27232813.53694584
Energy Cost,23110152.630166546
Generation Capacity Cost,4122660.906779295
Vehicle Sales (NPV),6623.147309739108
Transmission and Distribution Cost,2340626.9900063933
Distribution Cost,1829631.158589605
Transmission Cost,510995.8314167881
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
