Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,37259763.07417502,44969255.88854258,52692896.701865435,60464485.65534445,68226603.02376926,75925396.94320884,83504826.71948025,91070937.95348111,98676726.00891426,106400727.69719133,125845962.42254049,121372761.0766957,113638091.44759662,105881654.63480641,98170521.3463179,90464153.15125567,82818546.14032905,75245196.3728511,67660442.66494748,60088369.80774245
Utility Bills (res),31291515.376018547,37763676.215706855,44249224.839493774,50729675.7403715,57236052.64501374,63762981.927429244,70126893.8556654,76478326.03812851,82798579.92641018,89191502.37398559,106048858.23722357,102380991.62958355,95869327.58355346,89332558.7931352,82751161.278483,76187068.09572211,69889356.58453116,63516247.589499846,57121716.44163578,50739334.70902154
Utility Bills (work),3738339.2490873965,4513286.102310762,5288662.299738346,6112923.204207855,6904263.714174141,7618022.1619716175,8379374.842196133,9140226.816485424,9966529.108485347,10833818.155368138,12530648.675997354,11990538.459701903,11214476.654241238,10435960.770624511,9735206.53112763,9022736.482794838,8120132.92463177,7348326.285143675,6585924.72717178,5823707.9920174
Utility Bills (pub L2),922947.5186049867,1114288.0843598368,1305771.501933039,1501652.8489091021,1694697.4061765342,1880863.4836644325,2068833.5743906933,2256636.428331321,2450263.0481059,2648007.788167321,3090350.1716772728,2972681.453183467,2784463.471661133,2595999.0093604666,2414425.458789546,2231881.5347656654,2033317.4548194942,1847815.547987132,1663032.5536288666,1478391.1780147029
Utility Bills (DCFC),1306960.9304640924,1578005.4861651214,1849238.0607002776,2120233.8618559907,2391589.2584048505,2663529.370143554,2929724.447228014,3195748.6705358527,3461353.92591283,3727399.3796702777,4176105.337642293,4028549.534226777,3769823.738140793,3517136.061686238,3269728.07791772,3022467.0379730626,2775739.1763466257,2532806.9502204484,2289768.9425110617,2046935.9286888095
Incremental upfront vehicle cost,19536157.1501663,24417804.18533418,14627754.410059048,7313832.667148519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,21670364.76496873,37979686.604842946,38014522.42906953,38049462.76076876,38084507.91346309,38119658.201615445,37456817.984488636,37491532.503953226,37526351.1669762,37561274.28598823,44409098.61364821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),11191657.395833122,19612701.27944609,19628783.01751946,19644913.000807032,19661091.37404447,19677318.282401588,19333272.832232878,19349298.570729576,19365372.386441763,19381494.423601087,22542749.242593788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),4503040.602027134,7889407.250236643,7893973.669689571,7898553.788400862,7903147.647468282,7907755.288112894,7767609.075819208,7772159.594157778,7776723.764051372,7781301.626454625,8678941.883699464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),2701824.361216277,4733644.3501419835,4736384.201813745,4739132.273040517,4741888.588480969,4744653.172867732,4660565.445491524,4663295.756494678,4666034.258430816,4668780.975872776,5207365.130219679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
