Year,NPV
Utility Bills,30799746.54346649
Utility Bills (volumetric),28308251.637540236
Utility Bills (demand),1899719.9823317528
Utility Bills (res),26547423.01694243
Utility Bills (work),2389118.0922763073
Utility Bills (pub L2),798186.7938665166
Utility Bills (DCFC),1065018.6403812314
Incremental upfront vehicle cost,1156881.722012326
Charging infrastructure cost,12716915.188153027
Charging infrastructure cost (res),6560133.370362353
Charging infrastructure cost (work L2),2632018.7657408384
Charging infrastructure cost (public L2),1579211.259444503
Charging infrastructure cost (DCFC),1945551.7926053335
Avoided vehicle gasoline,34353567.65034354
Vehicle O&M Savings,7887669.916458538
Federal EV Tax Credit,3892856.1088061137
Total Energy Supply Cost,12184999.052262334
Energy Cost,10307902.845211847
Generation Capacity Cost,1877096.2070504918
Vehicle Sales (NPV),2999.6051101473495
Transmission and Distribution Cost,1093041.8671763535
Distribution Cost,850858.6379810042
Transmission Cost,242183.22919534935
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
