Year,NPV
Utility Bills,1679816.5805701243
Utility Bills (volumetric),1425373.6304186408
Utility Bills (demand),219156.305621073
Utility Bills (res),1376227.0038682988
Utility Bills (work),146521.8374840279
Utility Bills (pub L2),39354.87738697205
Utility Bills (DCFC),117712.8618308256
Incremental upfront vehicle cost,59024.57765369011
Charging infrastructure cost,652858.5812363748
Charging infrastructure cost (res),336783.6733166444
Charging infrastructure cost (work L2),135123.18612787448
Charging infrastructure cost (public L2),81073.91167672467
Charging infrastructure cost (DCFC),99877.81011513117
Avoided vehicle gasoline,1761519.4866392636
Vehicle O&M Savings,404695.65831201716
Federal EV Tax Credit,198615.1075921487
Total Energy Supply Cost,614164.1156480901
Energy Cost,523007.225054928
Generation Capacity Cost,91156.89059316214
Vehicle Sales (NPV),153.9817818041046
Transmission and Distribution Cost,71313.06744485849
Distribution Cost,59250.87469312119
Transmission Cost,12062.192751737288
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
