Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,60131069.11963378,72605694.61624156,85089223.91078946,97761021.61398466,110305141.66284685,122548846.02197497,196066712.9378897,269573130.5481121,343652407.3613412,418243500.95896345,545056523.2772946,536818315.375959,524298023.14044327,511805630.6843826,500272769.9177543,488692545.746395,473288268.227575,399627822.5936068,326105936.3307544,252654463.2537419
Utility Bills (res),51975159.682702884,62763036.9552298,73554317.4121378,84324271.29822995,95110572.06629315,105926781.14282459,169480252.16345006,233028944.1366131,296525889.89973557,359984752.4216292,472366711.5903672,466210675.19678557,455403717.1465415,444619421.9419331,433748587.7249503,422896335.9159563,411285036.17980564,347733983.55352485,284169375.32225955,220621532.70567906
Utility Bills (work),4720771.848315952,5696841.833827696,6675277.4320693975,7863053.613388786,8906891.26867854,9619651.320861686,15387164.251230769,21151446.80454373,27530118.955698885,34459873.7539341,41931405.97816182,40275468.25373427,39289768.60401331,38288797.55259959,38327048.053754434,38306063.76509857,35508544.5798653,29582379.95624493,23805422.35420231,18034375.10945703
Utility Bills (pub L2),1476558.3402158692,1782137.7445693465,2088856.6228007062,2399103.893066511,2707007.1621437874,3009736.7891157707,4813896.469325817,6616787.476667756,8433108.45288181,10258449.898796638,13416442.377066452,13215824.20885517,12902618.82902144,12595811.734032646,12317335.372911585,12035657.447775597,11678359.730215022,9865539.377295144,8057481.632138601,6268617.107779327
Utility Bills (DCFC),1958579.2483990747,2363678.082614717,2770772.443781555,3174592.8092994154,3580671.1657313695,3992676.769172925,6385400.053883048,8775952.130287495,11163290.053024894,13540424.884603536,17341963.331699166,17116347.716583967,16701918.560867058,16301599.455817295,15879798.76613796,15454488.617564516,14816327.737689063,12445919.70654187,10073657.022153974,7729938.33082648
Incremental upfront vehicle cost,29346125.24970092,36679063.05408626,21972996.518192075,10986431.356776185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,32552012.850391343,57050966.1384773,57103294.56996314,57155779.986743435,57208422.85977405,57261223.66142373,337591105.2007748,337903980.4961993,338217794.41751003,338532549.780585,349082052.1003896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),16811483.300699428,29461105.56991987,29485262.65957194,29509492.220492963,29533794.470096756,29558169.626449328,174247074.1984655,174391511.1010609,174536381.31436402,174681686.1383072,179551797.20581082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),6764216.34489422,11851027.381266328,11857886.801784819,11864766.800564874,11871667.439341249,11878588.78003395,70007968.47610748,70048981.42375803,70090117.41025148,70131376.80470453,71514247.84856354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),4058529.8069365276,7110616.4287598,7114732.081070894,7118860.080338921,7123000.463604746,7127153.268020375,42004781.085664496,42029388.854254805,42054070.4461509,42078826.0828227,42908548.70913813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
