Year,NPV
Utility Bills,472381656.96631134
Utility Bills (volumetric),405573114.9961317
Utility Bills (demand),55812307.03587011
Utility Bills (res),291908286.21378064
Utility Bills (work),148285085.6042655
Utility Bills (pub L2),12756468.383296646
Utility Bills (DCFC),19431816.764968485
Incremental upfront vehicle cost,17971942.285354745
Charging infrastructure cost,337960234.60262024
Charging infrastructure cost (res),101919331.98103823
Charging infrastructure cost (work L2),164618090.27801955
Charging infrastructure cost (public L2),26575452.782782886
Charging infrastructure cost (DCFC),44847359.56077959
Avoided vehicle gasoline,533713741.7603312
Vehicle O&M Savings,122543134.87999801
Federal EV Tax Credit,60474795.28932235
Total Energy Supply Cost,182114210.58707058
Energy Cost,157908633.93176663
Generation Capacity Cost,24205576.655303873
Vehicle Sales (NPV),46602.317891649254
Transmission and Distribution Cost,21447101.878307123
Distribution Cost,17574678.336305812
Transmission Cost,3872423.5420013093
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
