Year,NPV
Utility Bills,3982934328.0678253
Utility Bills (volumetric),3571955371.4434605
Utility Bills (demand),315780119.7765475
Utility Bills (res),2557209833.31382
Utility Bills (work),324330749.68402255
Utility Bills (pub L2),358713284.6700102
Utility Bills (DCFC),742680460.3999726
Incremental upfront vehicle cost,236371212.4855592
Charging infrastructure cost,5038760319.832916
Charging infrastructure cost (res),1340437784.7541475
Charging infrastructure cost (work L2),626726176.6520649
Charging infrastructure cost (public L2),1402430642.2663693
Charging infrastructure cost (DCFC),1669165716.1603343
Avoided vehicle gasoline,7019405320.778163
Vehicle O&M Savings,1611684357.3114612
Federal EV Tax Credit,795378733.1601678
Total Energy Supply Cost,2613089487.668891
Energy Cost,2273673404.021353
Generation Capacity Cost,339416083.6475366
Vehicle Sales (NPV),612911.4402446302
Transmission and Distribution Cost,850988351.8285421
Distribution Cost,734287806.2722055
Transmission Cost,116700545.55633664
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
