Year,NPV
Utility Bills,55400898.17270966
Utility Bills (volumetric),50938818.8122815
Utility Bills (demand),3372797.648390193
Utility Bills (res),47721726.77716216
Utility Bills (work),4335122.010929123
Utility Bills (pub L2),1388221.337478282
Utility Bills (DCFC),1955828.047140081
Incremental upfront vehicle cost,2092942.0829202584
Charging infrastructure cost,23011114.20923348
Charging infrastructure cost (res),11870488.049411282
Charging infrastructure cost (work L2),4762609.461046717
Charging infrastructure cost (public L2),2857565.67662803
Charging infrastructure cost (DCFC),3520451.0221474515
Avoided vehicle gasoline,62159956.87240109
Vehicle O&M Savings,14272373.434412112
Federal EV Tax Credit,7042658.050385131
Total Energy Supply Cost,22129762.940689888
Energy Cost,18747510.337107472
Generation Capacity Cost,3382252.6035824134
Vehicle Sales (NPV),5427.738438118905
Transmission and Distribution Cost,1991191.995404451
Distribution Cost,1550075.308736871
Transmission Cost,441116.6866675801
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
