Year,NPV
Utility Bills,518439319.3178794
Utility Bills (volumetric),421371443.44531727
Utility Bills (demand),85759951.7221839
Utility Bills (res),303595782.84086555
Utility Bills (work),180452646.0558506
Utility Bills (pub L2),13183227.43069666
Utility Bills (DCFC),21207662.990466643
Incremental upfront vehicle cost,18724679.25213828
Charging infrastructure cost,352113652.6223327
Charging infrastructure cost (res),106187606.02809402
Charging infrastructure cost (work L2),171512121.35718352
Charging infrastructure cost (public L2),27688404.567838453
Charging infrastructure cost (DCFC),46725520.66921665
Avoided vehicle gasoline,556065635.4708384
Vehicle O&M Savings,127675171.72099228
Federal EV Tax Credit,63007722.073203415
Total Energy Supply Cost,183533665.4711937
Energy Cost,160405698.08039492
Generation Capacity Cost,23127967.390798766
Vehicle Sales (NPV),48553.97668361018
Transmission and Distribution Cost,19029082.179315362
Distribution Cost,15824194.2845983
Transmission Cost,3204887.894717062
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
