Year,NPV
Utility Bills,29405788.94625937
Utility Bills (volumetric),26366261.37836588
Utility Bills (demand),2483296.6892311927
Utility Bills (res),24790070.08178066
Utility Bills (work),2658572.981266887
Utility Bills (pub L2),759787.1232560491
Utility Bills (DCFC),1197358.7599557666
Incremental upfront vehicle cost,1064525.6181541989
Charging infrastructure cost,11707229.323150218
Charging infrastructure cost (res),6039279.053429618
Charging infrastructure cost (work L2),2423045.690046817
Charging infrastructure cost (public L2),1453827.41402809
Charging infrastructure cost (DCFC),1791077.165645693
Avoided vehicle gasoline,31623093.844286643
Vehicle O&M Savings,7261083.125007733
Federal EV Tax Credit,3582081.881632515
Total Energy Supply Cost,11352418.947872268
Energy Cost,9621129.897498367
Generation Capacity Cost,1731289.0503738972
Vehicle Sales (NPV),2761.4296524686642
Transmission and Distribution Cost,1582980.299932552
Distribution Cost,1368663.5989080258
Transmission Cost,214316.70102452635
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
