Year,NPV
Utility Bills,3903666605.252228
Utility Bills (volumetric),3531896166.701504
Utility Bills (demand),278597051.8168105
Utility Bills (res),3041626791.920953
Utility Bills (work),408447559.3654142
Utility Bills (pub L2),268139788.7835604
Utility Bills (DCFC),185452465.18230087
Incremental upfront vehicle cost,236371212.4855592
Charging infrastructure cost,3786143668.254257
Charging infrastructure cost (res),1340437784.7541475
Charging infrastructure cost (work L2),910912009.036897
Charging infrastructure cost (public L2),1044305057.0766566
Charging infrastructure cost (DCFC),490488817.386556
Avoided vehicle gasoline,7019405320.778163
Vehicle O&M Savings,1611684357.3114612
Federal EV Tax Credit,795378733.1601678
Total Energy Supply Cost,2652651910.418406
Energy Cost,2300514243.1522384
Generation Capacity Cost,352137667.26616955
Vehicle Sales (NPV),612911.4402446302
Transmission and Distribution Cost,766333892.4176762
Distribution Cost,647424029.5552824
Transmission Cost,118909862.86239399
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
