Year,NPV
Utility Bills,2239476014.010534
Utility Bills (volumetric),1940724846.8532457
Utility Bills (demand),245923202.24760467
Utility Bills (res),1888001026.8777556
Utility Bills (work),221555204.09964347
Utility Bills (pub L2),55191545.13130571
Utility Bills (DCFC),74728237.90182893
Incremental upfront vehicle cost,91083950.60799088
Charging infrastructure cost,1001298004.7300394
Charging infrastructure cost (res),516528460.075235
Charging infrastructure cost (work L2),207238573.96714163
Charging infrastructure cost (public L2),124343144.38028497
Charging infrastructure cost (DCFC),153187826.30737787
Avoided vehicle gasoline,2704879066.985461
Vehicle O&M Savings,621051413.2162845
Federal EV Tax Credit,306493487.4429055
Total Energy Supply Cost,1036720734.9351506
Energy Cost,893224126.8256179
Generation Capacity Cost,143496608.10953364
Vehicle Sales (NPV),236181.19627465372
Transmission and Distribution Cost,162341729.37795392
Distribution Cost,140600476.4232876
Transmission Cost,21741252.954666298
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
