Year,NPV
Utility Bills,10977622.579662647
Utility Bills (volumetric),9889384.320905289
Utility Bills (demand),886225.7173028237
Utility Bills (res),9263056.176669782
Utility Bills (work),956885.1484674069
Utility Bills (pub L2),295829.9478838084
Utility Bills (DCFC),461851.3066416507
Incremental upfront vehicle cost,404839.16202472156
Charging infrastructure cost,4449637.518833047
Charging infrastructure cost (res),2295384.835755809
Charging infrastructure cost (work L2),920940.9253292962
Charging infrastructure cost (public L2),552564.5551975777
Charging infrastructure cost (DCFC),680747.2025503641
Avoided vehicle gasoline,12020555.83446231
Vehicle O&M Savings,2759919.7090224233
Federal EV Tax Credit,1362265.9732496785
Total Energy Supply Cost,4224365.457849942
Energy Cost,3592294.6212181156
Generation Capacity Cost,632070.8366318234
Vehicle Sales (NPV),1049.5606726973504
Transmission and Distribution Cost,315976.7010256437
Distribution Cost,234239.09983357956
Transmission Cost,81737.60119206412
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
