Year,NPV
Utility Bills,13766502.94309966
Utility Bills (volumetric),12559375.690711994
Utility Bills (demand),946318.1434463784
Utility Bills (res),11859357.818666913
Utility Bills (work),1015093.9995848752
Utility Bills (pub L2),334154.5244651771
Utility Bills (DCFC),557896.6003826952
Incremental upfront vehicle cost,499278.4862706257
Charging infrastructure cost,5494211.248811247
Charging infrastructure cost (res),2834238.71306244
Charging infrastructure cost (work L2),1137138.0231338954
Charging infrastructure cost (public L2),682282.8138803372
Charging infrastructure cost (DCFC),840551.6987345739
Avoided vehicle gasoline,14838987.013085129
Vehicle O&M Savings,3407432.7623216514
Federal EV Tax Credit,1680050.145397117
Total Energy Supply Cost,5408278.309093854
Energy Cost,4546727.398806597
Generation Capacity Cost,861550.9102872564
Vehicle Sales (NPV),1295.9315235839179
Transmission and Distribution Cost,811691.2237220388
Distribution Cost,701744.1605015524
Transmission Cost,109947.06322048657
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
