Year,NPV
Utility Bills,1521745879.5226326
Utility Bills (volumetric),1418608499.8536282
Utility Bills (demand),67734172.90293436
Utility Bills (res),1339136716.200582
Utility Bills (work),91894610.07365528
Utility Bills (pub L2),29645876.186026674
Utility Bills (DCFC),61068677.062368326
Incremental upfront vehicle cost,157581039.79263812
Charging infrastructure cost,734911809.2278371
Charging infrastructure cost (res),378915597.9336892
Charging infrastructure cost (work L2),151831446.62666017
Charging infrastructure cost (public L2),91098867.9759961
Charging infrastructure cost (DCFC),113065896.6914916
Avoided vehicle gasoline,2508464305.651886
Vehicle O&M Savings,515137975.80505204
Federal EV Tax Credit,530253267.65621996
Total Energy Supply Cost,942950339.7533665
Energy Cost,789268834.227996
Generation Capacity Cost,153681505.5253708
Vehicle Sales (NPV),176158.37023800382
Transmission and Distribution Cost,240974716.2981107
Distribution Cost,197863077.19043443
Transmission Cost,43111639.10767631
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
