Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,67243046.91876124,81202554.22800998,95161976.64633283,109009440.65341023,122892273.36410184,136993033.4312371,150745458.04672813,164449535.6968482,177989616.98970494,191445223.728565,227660458.20081306,219788562.5201801,205924735.91956955,191982900.64165783,177869229.3685901,163769401.29314527,150101557.01064473,136481682.70252365,122795591.62999633,109108770.67513078
Utility Bills (res),59099250.07341715,71368390.13213694,83637549.75422294,95787891.45517279,107985259.69766632,120402295.84936489,132489190.30696644,144533613.9021728,156406654.3727123,168195192.90336204,200576852.90458548,193685596.48732704,181500026.5862607,169247926.12031496,156806955.44464096,144388264.20062357,132433429.27956063,120467617.08256648,108438793.85988078,96409689.86343145
Utility Bills (work),4117625.091946308,4972151.263891381,5826572.151583519,6689298.487866929,7544293.618835476,8392156.11079815,9230365.06522084,10069485.800477304,10919393.883460943,11766990.779453121,13575881.082171913,13075082.156452775,12219608.647506597,11363402.978856301,10521186.020832365,9670118.574091027,8802147.753583077,7960723.821832711,7121603.086576249,6282096.463894967
Utility Bills (pub L2),1300725.9733656915,1570752.3742427097,1840776.630393181,2110088.4740593964,2379738.1753404005,2650790.6446885983,2915964.754856527,3181051.3978861338,3445129.090295739,3708409.2305099163,4455030.776303496,4303034.120599777,4035574.920611681,3767934.853313055,3499088.329326673,3230122.7128964555,2964958.4920466323,2702492.3936683023,2439791.9557108176,2177078.552515566
Utility Bills (DCFC),2725445.7800320922,3291260.457738953,3857078.1101331813,4422162.236311109,4982981.8722596485,5547790.826385465,6109937.919684344,6665384.596311986,7218439.643235941,7774630.815239937,9052693.437752182,8724849.755800527,8169525.765190574,7603636.689173534,7041999.573790089,6480895.805534221,5901021.485454415,5350849.404456136,4795402.727828484,4239905.795288806
Incremental upfront vehicle cost,50698388.769284554,63366777.81432561,37960565.84733589,18980167.343168218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,56236882.677678406,98561293.4021432,98651696.04101218,98742369.88779789,98833315.75612393,98924534.46205509,97202854.23671788,97292940.64973906,97383297.32199945,97473925.06427655,115244750.16490084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),29043531.604768876,50897028.859779574,50938762.666620955,50980621.6748829,51022606.26016963,51064716.79921229,50171087.72583008,50212675.549007565,50254388.13565458,50296225.86006155,58500014.94675123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),11685865.4099996,20473844.106454935,20485694.446669146,20497580.33790402,20509501.886812598,20521459.20036792,20157445.650544357,20169254.53860706,20181098.853334036,20192978.7010051,22522449.676238026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),7011519.245999755,12284306.463872962,12291416.66800149,12298548.202742415,12305701.132087572,12312875.520220753,12094467.39032661,12101552.723164236,12108659.312000416,12115787.220603084,13513469.805742806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),8495966.416910175,14906113.97203572,14935822.259720594,14965619.672268562,14995506.477054136,15025482.942254119,14779853.470016835,14809457.838960202,14839151.021010416,14868933.282606808,20708815.736168783,0,0,0,0,0,0,0,0,0
