Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,774753.1480868802,935498.7685779249,1096354.1479805969,1258663.0975235815,1420033.375098221,1578956.5325734478,2316097.6423505875,3053101.8408139725,3794000.604119002,4538575.542005887,5737191.1948344875,5635621.886235601,5478484.895638066,5321586.90401299,5175103.841386983,5028756.148077124,4842818.489926819,4133972.606482086,3427348.942022223,2726965.9408949288
Utility Bills (res),649057.825457211,783779.9857274741,918550.8257773274,1052873.7883281286,1187558.2044899045,1322785.289527904,1940407.885219031,2557951.113987353,3174524.638727214,3790692.992507174,4860174.288009301,4783980.410005892,4650059.54008687,4516365.095725715,4381476.962129264,4246811.407034992,4105656.4217342865,3492344.4725560313,2878432.343497904,2264541.2777654044
Utility Bills (work),70918.0409555398,85595.1739851149,100298.81128346024,117222.90941788719,132624.37121691514,144515.4241678542,211946.49027975017,279349.14725329034,352327.8898159362,430080.32978254335,543672.035407427,523414.76621458016,509471.1199119993,495309.3287761887,492888.49872631143,489849.44439817005,455416.1880380248,389936.40306782327,327166.00535317365,270473.53834439965
Utility Bills (pub L2),21172.4376879023,25558.502883670706,29958.134172127477,34089.61333245664,38407.699718450654,43157.92587057031,63291.07671914477,83412.95020751732,102894.65403367304,121802.52350938201,144497.6970831452,141847.79730143055,137370.67121262496,132978.997483161,128890.01923542334,125362.62569544537,121150.4207362872,107749.57959931133,94516.35769729385,81338.2774067017
Utility Bills (DCFC),33604.843986227155,40565.10598166524,47546.37674768188,54476.78644510903,61443.099672950746,68497.89300711935,100452.1901326617,132388.6293658115,164253.42154217826,195999.69620678827,188847.17433461477,186378.91271369875,181583.56442657183,176933.48202792506,171848.3612959845,166732.67094851623,160595.45941821975,143942.15125891997,127234.23547385162,110612.8473784232
Incremental upfront vehicle cost,367287.35039022675,459064.21271301276,275007.4704115394,137502.89787628988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,407411.2833622113,714032.8752743076,714687.8023144865,715344.6941357867,716003.5566325499,716664.3957168026,3287955.250656801,3291002.487253216,3294058.8655594196,3297124.413000542,3428282.3790657436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),210407.51053518945,368726.4097822561,369028.7527108694,369332.00266826886,369636.1623755402,369941.2345619329,1697072.5048626517,1698479.2423772397,1699890.2001043712,1701305.3907046844,1761853.6367509705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),84658.91417156612,148323.92383085404,148409.7742920654,148495.88230466025,148582.24864129286,148668.87407693517,681839.8470597654,682239.2910453891,682639.9333629697,683041.777607503,700234.4894478061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),50795.34850293967,88994.35429851252,89045.86457523916,89097.52938279623,89149.34918477571,89201.32444616104,409103.90823585924,409343.5746272335,409583.96001778165,409825.06656450167,420140.69366868393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),61549.51015251605,107988.18736268488,108203.41073631254,108419.27978006129,108635.79643094112,108852.96263177348,499938.9904985248,500940.37920335366,501944.77207429684,502952.1781238531,546053.5591982834,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),874521.3114770644,1114117.498963924,1326061.5747767282,1528040.0197883686,1906569.7929301348,2089767.3336907167,2965657.900243653,3887460.958116178,4876549.283923558,5981339.687982743,6038635.728618129,5872697.214481786,5681057.33221761,5484460.375453073,5305561.313112958,5135573.466328955,4200574.638046128,3274526.012632968,2267033.337538128,1227033.6837548793
