Year,NPV
Utility Bills,2187534738.6339445
Utility Bills (volumetric),1943320223.431151
Utility Bills (demand),192011621.2749937
Utility Bills (res),1884971081.6519198
Utility Bills (work),174033593.88147375
Utility Bills (pub L2),54873707.56476916
Utility Bills (DCFC),73656355.53578168
Incremental upfront vehicle cost,91083950.60799088
Charging infrastructure cost,981599623.8074632
Charging infrastructure cost (res),516528460.075235
Charging infrastructure cost (work L2),208957205.1103416
Charging infrastructure cost (public L2),114069485.26477435
Charging infrastructure cost (DCFC),142044473.35711235
Avoided vehicle gasoline,2704879066.985461
Vehicle O&M Savings,621051413.2162845
Federal EV Tax Credit,306493487.4429055
Total Energy Supply Cost,1043852003.20093
Energy Cost,898695593.7771058
Generation Capacity Cost,145156409.42382458
Vehicle Sales (NPV),236181.19627465372
Transmission and Distribution Cost,168838483.8240381
Distribution Cost,145925885.53203833
Transmission Cost,22912598.291999735
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
