Year,NPV
Utility Bills,139287793.79246694
Utility Bills (volumetric),130056010.16792324
Utility Bills (demand),6133353.025658938
Utility Bills (res),122423492.27967912
Utility Bills (work),8517184.536390834
Utility Bills (pub L2),2764782.0810923525
Utility Bills (DCFC),5582334.895304648
Incremental upfront vehicle cost,8166918.326882932
Charging infrastructure cost,89786127.65965945
Charging infrastructure cost (res),46316971.80417743
Charging infrastructure cost (work L2),18583029.87230523
Charging infrastructure cost (public L2),11149817.923383135
Charging infrastructure cost (DCFC),13736308.059793647
Avoided vehicle gasoline,242542588.48205715
Vehicle O&M Savings,55689153.09156774
Federal EV Tax Credit,27481320.94577954
Total Energy Supply Cost,93313535.55744538
Energy Cost,80343791.9626934
Generation Capacity Cost,12969743.59475206
Vehicle Sales (NPV),21178.288288888638
Transmission and Distribution Cost,25561754.987450603
Distribution Cost,21480400.131483637
Transmission Cost,4081354.8559669675
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
