Year,NPV
Utility Bills,158394379.622071
Utility Bills (volumetric),146315948.5377795
Utility Bills (demand),9085643.29841422
Utility Bills (res),136884106.94253743
Utility Bills (work),12153896.358799813
Utility Bills (pub L2),3847326.6346324505
Utility Bills (DCFC),5509049.686101318
Incremental upfront vehicle cost,5955927.088655293
Charging infrastructure cost,65476488.3792332
Charging infrastructure cost (res),33776627.919645935
Charging infrastructure cost (work L2),13551664.555581441
Charging infrastructure cost (public L2),8130998.733348866
Charging infrastructure cost (DCFC),10017197.170656955
Avoided vehicle gasoline,176875248.48072168
Vehicle O&M Savings,40611421.52111861
Federal EV Tax Credit,20041432.6802101
Total Energy Supply Cost,63215462.9672561
Energy Cost,53571182.14080768
Generation Capacity Cost,9644280.826448442
Vehicle Sales (NPV),15444.262451999077
Transmission and Distribution Cost,4777561.554770533
Distribution Cost,3520849.9707558854
Transmission Cost,1256711.5840146467
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
