Year,NPV
Utility Bills,504304717.7148212
Utility Bills (volumetric),461292183.2391508
Utility Bills (demand),33828000.16796201
Utility Bills (res),430983525.0580364
Utility Bills (work),45152429.83862066
Utility Bills (pub L2),12373842.649415346
Utility Bills (DCFC),15794920.16874881
Incremental upfront vehicle cost,18724679.25213828
Charging infrastructure cost,201796651.30891317
Charging infrastructure cost (res),106187606.02809402
Charging infrastructure cost (work L2),42957295.53700878
Charging infrastructure cost (public L2),23450335.62104658
Charging infrastructure cost (DCFC),29201414.122763775
Avoided vehicle gasoline,556065635.4708384
Vehicle O&M Savings,127675171.72099228
Federal EV Tax Credit,63007722.073203415
Total Energy Supply Cost,197933829.9504705
Energy Cost,167819509.92760855
Generation Capacity Cost,30114320.022861782
Vehicle Sales (NPV),48553.97668361018
Transmission and Distribution Cost,19173916.347312458
Distribution Cost,15386417.545241177
Transmission Cost,3787498.802071283
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
