Year,NPV
Utility Bills,30482395.801703203
Utility Bills (volumetric),27811605.136697
Utility Bills (demand),2069719.1080837382
Utility Bills (res),26024018.627272684
Utility Bills (work),2477110.6994973
Utility Bills (pub L2),809487.2132078239
Utility Bills (DCFC),1171779.2617253975
Incremental upfront vehicle cost,1141604.772501959
Charging infrastructure cost,12554568.031640075
Charging infrastructure cost (res),6476386.243957158
Charging infrastructure cost (work L2),2598419.319119468
Charging infrastructure cost (public L2),1559051.591471681
Charging infrastructure cost (DCFC),1920710.8770917705
Avoided vehicle gasoline,33912072.89466782
Vehicle O&M Savings,7786642.010534425
Federal EV Tax Credit,3841449.8456646167
Total Energy Supply Cost,12013555.63177417
Energy Cost,10182302.702023026
Generation Capacity Cost,1831252.9297511396
Vehicle Sales (NPV),2961.295702844426
Transmission and Distribution Cost,912046.8837877586
Distribution Cost,671490.8610386412
Transmission Cost,240556.02274911772
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
