Year,NPV
Utility Bills,851927212.5676073
Utility Bills (volumetric),795068671.1815132
Utility Bills (demand),37747455.819031365
Utility Bills (res),748716895.9645784
Utility Bills (work),51690027.26482168
Utility Bills (pub L2),16669637.40968834
Utility Bills (DCFC),34850651.928518794
Incremental upfront vehicle cost,49629253.70481448
Charging infrastructure cost,545578457.5973977
Charging infrastructure cost (res),281441487.6729249
Charging infrastructure cost (work L2),112918332.31337455
Charging infrastructure cost (public L2),67750999.38802472
Charging infrastructure cost (DCFC),83467638.22307356
Avoided vehicle gasoline,1473812068.8468103
Vehicle O&M Savings,338393187.4417314
Federal EV Tax Credit,167000255.76012778
Total Energy Supply Cost,569626364.0624607
Energy Cost,490116860.231838
Generation Capacity Cost,79509503.83062255
Vehicle Sales (NPV),128688.341870775
Transmission and Distribution Cost,156756798.5836864
Distribution Cost,131732039.35092768
Transmission Cost,25024759.232758734
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
