Year,NPV
Utility Bills,739502196.2260768
Utility Bills (volumetric),674930021.3854351
Utility Bills (demand),50870934.26534216
Utility Bills (res),631204343.8341688
Utility Bills (work),66541473.25237431
Utility Bills (pub L2),17707857.021996386
Utility Bills (DCFC),24048522.11753751
Incremental upfront vehicle cost,27363794.200250745
Charging infrastructure cost,300816870.8022253
Charging infrastructure cost (res),155179052.49073488
Charging infrastructure cost (work L2),62260046.32816135
Charging infrastructure cost (public L2),37356027.796896815
Charging infrastructure cost (DCFC),46021744.186432265
Avoided vehicle gasoline,812616882.0095074
Vehicle O&M Savings,186580379.78259218
Federal EV Tax Credit,92077963.87972017
Total Energy Supply Cost,290147277.5426149
Energy Cost,245748248.16384545
Generation Capacity Cost,44399029.37876934
Vehicle Sales (NPV),70955.17968113135
Transmission and Distribution Cost,23823515.840306997
Distribution Cost,18287290.735887293
Transmission Cost,5536225.1044197045
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
