Year,NPV
Utility Bills,5317169.969958627
Utility Bills (volumetric),4785963.1368760755
Utility Bills (demand),427598.6151032232
Utility Bills (res),4535566.201997854
Utility Bills (work),374690.4109988201
Utility Bills (pub L2),141632.57583204165
Utility Bills (DCFC),265280.7811299121
Incremental upfront vehicle cost,195822.71645106596
Charging infrastructure cost,2152698.340487751
Charging infrastructure cost (res),1110488.5380969949
Charging infrastructure cost (work L2),445543.81440078944
Charging infrastructure cost (public L2),267326.2886404736
Charging infrastructure cost (DCFC),329339.6993494935
Avoided vehicle gasoline,5815244.073941376
Vehicle O&M Savings,1335203.655121869
Federal EV Tax Credit,658934.8275410108
Total Energy Supply Cost,2079785.1436366753
Energy Cost,1760824.1853947581
Generation Capacity Cost,318960.9582419168
Vehicle Sales (NPV),507.7678036573405
Transmission and Distribution Cost,246664.8488935705
Distribution Cost,204921.1700814638
Transmission Cost,41743.678812106686
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
