Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,12533622.912842078,15132947.060646586,17734859.815061457,20399887.08795433,23022243.522254128,25543744.442633003,37461364.93302943,49376220.03210653,61454306.59441313,73672944.87769985,94031754.62467593,92255420.43691842,89647426.12084866,87044817.9725115,84692504.42364967,82325923.23578063,79092435.96913303,67147182.86134344,55237161.97530173,43338107.04082995
Utility Bills (res),9080136.619512897,10964820.300705476,12850134.326883936,14731908.328156665,16616646.85190128,18505444.430492315,27141346.733785294,35776334.74897054,44404302.11436288,53030006.53687743,68801968.4826179,67725148.29353692,65837961.123104125,63954406.72757415,62051911.772449285,60155486.45557228,58152955.6761572,49518168.08407093,40880037.39107731,32245029.597679034
Utility Bills (work),1930579.6124626107,2330082.73427247,2730246.5182854887,3199075.825266394,3620819.164085463,3933953.885538236,5768679.509461702,7602661.749847831,9608577.888157154,11762164.053200211,13986918.529161789,13465571.955209441,13063877.60459823,12656979.27190923,12521871.021855319,12368087.83473235,11496062.279805426,9620546.522159271,7783329.709974415,5947409.962800323
Utility Bills (pub L2),1041806.7839132545,1257408.019773485,1473845.5112385498,1690877.8609603087,1907555.823746495,2123603.530781347,3113514.9851863952,4102707.476980907,5095484.131116052,6089278.595393237,7773730.712385428,7647911.822106113,7427544.560178081,7211395.184456916,6999448.927327063,6786004.894073541,6562659.127828682,5569356.086705443,4577027.551158565,3589730.0209655953
Utility Bills (DCFC),481099.8969533162,580636.005895155,680633.4586534811,778025.0735709625,877221.6825208904,980742.5958211067,1437823.704596035,1894516.0563072602,2345942.4607770443,2791495.6922289757,3469136.900510816,3416788.3660659473,3318042.8329682266,3222036.7885712096,3119272.7020180025,3016344.05140245,2880758.885341724,2439112.168407801,1996767.323091436,1555937.459384995
Incremental upfront vehicle cost,6024272.143109777,7529602.49136642,4510691.264992191,2255331.8985609217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,9744988.143456498,17077930.74965292,17092364.654955056,17106841.86197309,17121362.50061217,17135926.70116716,78572646.7316276,78639771.41305645,78707097.46852955,78774625.50216907,81665176.04252402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),3451118.3221297986,6047875.693295948,6052834.742608636,6057808.669069261,6062797.517309269,6067801.3320939895,27821730.590400744,27844792.582171947,27867923.75991846,27891124.331198215,28884229.271988057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),2351931.8442676603,4120626.4353633984,4123011.4698933535,4125403.6595269013,4127803.025729341,4130209.5900303936,18933004.95423326,18944096.525063813,18955221.37060685,18966379.590686515,19444009.359277956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),2696346.402837752,4724046.869602144,4726781.166215025,4729523.66571773,4732274.392718949,4735033.371901167,21705535.357106406,21718251.16653076,21731005.12338338,21743797.342106547,22291370.738660827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
