Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,41237857.123356014,49793022.41035882,58354274.11922509,67033483.53209095,75632804.5502238,84044029.40523916,134462343.62044412,184872878.6703394,235643518.66713053,286735311.53058034,372129318.2084385,366476021.04033834,357894774.6510536,349332063.5955714,341438865.70640236,333517000.1906927,322939870.42326957,272482966.5015031,222254020.62469536,172043950.3300668
Utility Bills (res),35664984.162568666,43067516.57874513,50472455.4843037,57859026.905270375,65259335.45718554,72686300.6306131,116295927.97218041,159902238.9417916,203462404.88764247,246985858.24882418,322556164.62900287,318328758.2998368,310913328.70854694,303513243.6220255,296058880.12951404,288619062.7643562,280647205.38815457,237061130.01752383,193489568.6411419,149924388.53414696
Utility Bills (work),3183656.3807900934,3841913.9638061216,4501757.649592396,5302114.298492143,6005868.696380541,6487417.137729699,10376974.418155802,14264361.946923114,18564048.108015418,23233684.376491692,28774066.387370516,27640835.98432723,26976106.491030075,26300711.793260302,26343473.75974208,26346400.565668218,24428534.462615382,20429278.582934413,16533244.589012792,12641206.224910116
Utility Bills (pub L2),1023613.4637861997,1235491.8110938324,1448117.1410167336,1661803.6785642717,1874832.2747498779,2086461.3458717784,3337229.938779032,4587167.3707244275,5842182.552804746,7099927.333958031,9033797.760372637,8901544.646110918,8686933.149886804,8476743.986031998,8281168.141165838,8083780.230059397,7847175.278333668,6605434.941913734,5366260.113689553,4130147.073456648
Utility Bills (DCFC),1365603.1162110583,1648100.0567137348,1931943.8443122653,2210538.6497641546,2492768.121907845,2783850.2910245806,4452211.2913288595,6119110.410900286,7774883.118667879,9415841.57130642,11765289.431692494,11604882.110063395,11318406.301589817,11041364.194253586,10755343.675980428,10467756.63060892,10016955.294165945,8387122.959131109,6864947.280851127,5348208.497553087
Incremental upfront vehicle cost,20081279.49502772,25099140.3647866,15035916.349112656,7517912.393923541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,22275038.445871297,39039443.42702625,39075251.28408612,39111166.56471722,39147189.59119019,39183320.68674264,231009268.65968204,231223365.21632776,231438104.0626434,231653487.125498,238872411.96274185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),11503941.048938887,20159959.454548724,20176489.925435815,20193069.987735588,20209699.790222257,20226379.482116424,119235040.72400688,119333877.04617889,119433009.87731743,119532440.10694937,122865011.13063999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),4628690.085347466,8109547.380496548,8114241.217908932,8118949.136833564,8123671.179514964,8128407.388324409,47905556.00805133,47933620.64274216,47961769.47133704,47990002.74641774,48936288.34573725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),2777214.051208478,4865728.42829793,4868544.730745361,4871369.4821001375,4874202.7077089725,4877044.43299465,28743333.6048308,28760172.385645296,28777061.68280224,28794001.64785062,29361773.007442355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),3365193.260376466,5904208.163683048,5915975.409996017,5927777.95804793,5939615.913743997,5951489.383307162,35125338.322793044,35195695.14176143,35266263.031186715,35337042.62428023,37709339.47892224,0,0,0,0,0,0,0,0,0
