Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,630206.5244806181,760953.9566792046,891787.9955511828,1024112.1841693954,1155423.1310130097,1284383.5790265873,1884082.7438471986,2483698.262541997,3087238.70675872,3694014.792767493,4841227.226681809,4756204.066606309,4626101.742907117,4496228.789941185,4375908.221615473,4255364.867880472,4099518.2858785605,3504735.0889962567,2917593.001573621,2337244.5615426665
Utility Bills (res),541136.7533327892,653449.8671981809,765800.7449369984,878123.7852990719,990473.937069423,1102855.945982338,1617853.1697773663,2132812.7484888243,2647808.150016129,3162802.624182271,4149578.1279860195,4084955.46023069,3973162.2698406726,3861546.0905131316,3749937.6029970655,3638369.500457696,3519109.8275862923,3007022.537454743,2494830.1154454174,1982426.2110141444
Utility Bills (work),44644.64385309161,53876.22688388958,63128.7591942551,74314.34566699766,84171.82972845092,90972.59752271086,133421.65267513235,175848.0784931989,223134.02356479692,274561.25561983895,376461.51503610675,361296.89985917794,352154.4795590838,342872.4669020596,343025.266843977,342632.90795697656,317058.7732870024,273974.3534118646,232237.0841083128,191083.032520617
Utility Bills (pub L2),15454.726935529161,18654.527010173446,21865.057117777178,25042.942288663584,28243.93098213532,31502.0073166906,46199.116739034456,60887.01677287261,75519.48990701561,90076.38046650823,108643.8618621545,106871.71990791775,103843.77871361077,100861.60154242443,97996.12346729681,95361.18804593495,92541.48739502626,80576.34222407146,68634.24091679932,56722.389782025515
Utility Bills (DCFC),28970.40035920806,34973.33558696074,40993.4343021521,46631.110914662146,52533.43323300032,59053.028204847826,86608.80465566537,114150.41878710083,140777.04327077838,166574.5324988752,206543.72179752853,203079.9866085238,196941.21479374985,190948.63098356928,184949.22830713357,179001.27141986467,170808.19761023927,143161.85590557766,121891.56110309142,107012.92822587973
Incremental upfront vehicle cost,308753.7215567481,385904.3442636153,231180.24580824052,115589.41901765973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,342483.20778988843,600239.3148595456,600789.8678823725,601342.0725642681,601895.9338602093,602451.4567400371,2764520.9989237883,2767083.1230761157,2769652.933600899,2772230.4535572575,2882486.638420674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),176875.41335744047,309963.4417999257,310217.6011231274,310472.522924299,310728.20949087385,310984.6631171479,1426902.8069806613,1428085.5954016035,1429271.932187808,1430461.8279843715,1481360.8988491658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),71167.04342159645,124685.9262373725,124758.09493408412,124830.48013688585,124903.08249529616,124975.90266078118,573292.6488957433,573628.5023979864,573965.3634607358,574303.2351066732,588756.057697911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),42700.22605295784,74811.55574242352,74854.85696045049,74898.28808213152,74941.8494971777,74985.54159646874,343975.58933744597,344177.1014387918,344379.21807644126,344581.9410640042,353253.63461874647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
