Year,NPV
Utility Bills,196850472.54323828
Utility Bills (volumetric),181296419.7240188
Utility Bills (demand),11782366.2193621
Utility Bills (res),169809293.01110992
Utility Bills (work),15071029.199024456
Utility Bills (pub L2),4986685.787539135
Utility Bills (DCFC),6983464.545564782
Incremental upfront vehicle cost,7372516.952343857
Charging infrastructure cost,81049199.7785063
Charging infrastructure cost (res),41809949.25907101
Charging infrastructure cost (work L2),16774747.468268007
Charging infrastructure cost (public L2),10064848.480960801
Charging infrastructure cost (DCFC),12399654.57020648
Avoided vehicle gasoline,218942971.5688082
Vehicle O&M Savings,50270341.57944703
Federal EV Tax Credit,24808195.26242168
Total Energy Supply Cost,78537797.26632613
Energy Cost,66494224.27567551
Generation Capacity Cost,12043572.990650602
Vehicle Sales (NPV),19117.47635079686
Transmission and Distribution Cost,9581154.0648837
Distribution Cost,8011712.4059825055
Transmission Cost,1569441.6589011922
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
