Year,NPV
Utility Bills,1003606058.6539443
Utility Bills (volumetric),928734364.9195377
Utility Bills (demand),55887844.999419056
Utility Bills (res),868246350.3101548
Utility Bills (work),77609461.56412026
Utility Bills (pub L2),24582557.192931473
Utility Bills (DCFC),33167689.586737573
Incremental upfront vehicle cost,37795867.49544352
Charging infrastructure cost,415498475.48783135
Charging infrastructure cost (res),214338575.90158084
Charging infrastructure cost (work L2),85995689.68488425
Charging infrastructure cost (public L2),51597413.81093055
Charging infrastructure cost (DCFC),63566796.09043579
Avoided vehicle gasoline,1122414407.798907
Vehicle O&M Savings,257711198.51978213
Federal EV Tax Credit,127181431.66038895
Total Energy Supply Cost,401973422.60779625
Energy Cost,340266192.7257757
Generation Capacity Cost,61707229.8820205
Vehicle Sales (NPV),98005.70533423705
Transmission and Distribution Cost,30494620.553401962
Distribution Cost,22442777.578015327
Transmission Cost,8051842.975386634
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
