Year,NPV
Utility Bills,476971232.0860561
Utility Bills (volumetric),439352047.6830767
Utility Bills (demand),26971184.02703238
Utility Bills (res),415255386.3481279
Utility Bills (work),33360530.079455268
Utility Bills (pub L2),9359669.096628321
Utility Bills (DCFC),18995646.56184468
Incremental upfront vehicle cost,27565172.17106922
Charging infrastructure cost,303031437.72043407
Charging infrastructure cost (res),156321456.6399389
Charging infrastructure cost (work L2),62718395.29634939
Charging infrastructure cost (public L2),37631037.17780964
Charging infrastructure cost (DCFC),46360548.606336184
Avoided vehicle gasoline,818598837.0847996
Vehicle O&M Savings,187953909.68676615
Federal EV Tax Credit,92755591.89385808
Total Energy Supply Cost,313394177.42958087
Energy Cost,270010774.09534997
Generation Capacity Cost,43383403.334231056
Vehicle Sales (NPV),71477.53848571365
Transmission and Distribution Cost,82954415.51188643
Distribution Cost,69815842.90805343
Transmission Cost,13138572.60383303
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
