Year,NPV
Utility Bills,143868343.42564207
Utility Bills (volumetric),130904879.76538697
Utility Bills (demand),10246944.440165155
Utility Bills (res),122420818.40500069
Utility Bills (work),12969436.312376332
Utility Bills (pub L2),3498736.828089101
Utility Bills (DCFC),4979351.880175938
Incremental upfront vehicle cost,5336516.22668951
Charging infrastructure cost,58670440.46809378
Charging infrastructure cost (res),30265668.34562863
Charging infrastructure cost (work L2),12143018.204395948
Charging infrastructure cost (public L2),7285810.922637569
Charging infrastructure cost (DCFC),8975942.995431636
Avoided vehicle gasoline,158487888.49916887
Vehicle O&M Savings,36389803.90267249
Federal EV Tax Credit,17957142.37465485
Total Energy Supply Cost,56458327.18199238
Energy Cost,47863775.08459953
Generation Capacity Cost,8594552.097392906
Vehicle Sales (NPV),13838.876630949286
Transmission and Distribution Cost,4162913.4095007256
Distribution Cost,3073146.920456105
Transmission Cost,1089766.4890446204
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
