Year,NPV
Utility Bills,5381998.196934158
Utility Bills (volumetric),4781971.828633939
Utility Bills (demand),496418.15032089327
Utility Bills (res),4535566.201997854
Utility Bills (work),439518.6379743523
Utility Bills (pub L2),141632.57583204165
Utility Bills (DCFC),265280.7811299121
Incremental upfront vehicle cost,195822.71645106596
Charging infrastructure cost,2152698.340487751
Charging infrastructure cost (res),1110488.5380969949
Charging infrastructure cost (work L2),445543.81440078944
Charging infrastructure cost (public L2),267326.2886404736
Charging infrastructure cost (DCFC),329339.6993494935
Avoided vehicle gasoline,5815244.073941376
Vehicle O&M Savings,1335203.655121869
Federal EV Tax Credit,658934.8275410108
Total Energy Supply Cost,2064326.2043259519
Energy Cost,1750466.7870208398
Generation Capacity Cost,313859.41730511154
Vehicle Sales (NPV),507.7678036573405
Transmission and Distribution Cost,236135.1517026476
Distribution Cost,196561.38004961
Transmission Cost,39573.771653037584
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
