Year,NPV
Utility Bills,359269465.75000554
Utility Bills (volumetric),328041835.30829966
Utility Bills (demand),24525399.775815085
Utility Bills (res),306783676.55651766
Utility Bills (work),32101572.370992243
Utility Bills (pub L2),8790525.177541325
Utility Bills (DCFC),11593691.644954344
Incremental upfront vehicle cost,13380524.550693577
Charging infrastructure cost,147093419.58460456
Charging infrastructure cost (res),75879445.53401062
Charging infrastructure cost (work L2),30443914.04144968
Charging infrastructure cost (public L2),18266348.42486981
Charging infrastructure cost (DCFC),22503711.584274426
Avoided vehicle gasoline,397354390.28644097
Vehicle O&M Savings,91234181.66859321
Federal EV Tax Credit,45024876.566977784
Total Energy Supply Cost,141076512.19752377
Energy Cost,119567438.29886882
Generation Capacity Cost,21509073.898655016
Vehicle Sales (NPV),34695.66598820317
Transmission and Distribution Cost,19717283.24006903
Distribution Cost,17035745.400121782
Transmission Cost,2681537.839947251
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
