Year,NPV
Utility Bills,5955996.3421697235
Utility Bills (volumetric),5511644.498319605
Utility Bills (demand),302022.23697795183
Utility Bills (res),5232157.114904914
Utility Bills (work),370811.80549316586
Utility Bills (pub L2),124250.82518510935
Utility Bills (DCFC),228776.59658653534
Incremental upfront vehicle cost,349286.6183506603
Charging infrastructure cost,3840541.1966623357
Charging infrastructure cost (res),1981177.4067028307
Charging infrastructure cost (work L2),794876.7428950205
Charging infrastructure cost (public L2),476926.04573701223
Charging infrastructure cost (DCFC),587561.0013274724
Avoided vehicle gasoline,10374320.28007788
Vehicle O&M Savings,2382034.792617114
Federal EV Tax Credit,1175334.1072805976
Total Energy Supply Cost,3947303.2853760393
Energy Cost,3387161.412863744
Generation Capacity Cost,560141.8725122947
Vehicle Sales (NPV),905.8855498979397
Transmission and Distribution Cost,1077635.5281913735
Distribution Cost,906029.8017220561
Transmission Cost,171605.72646931716
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
